,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
1351,399106.SZ,20150421,2174.925,2096.268,2174.927,2096.268,2093.706,81.219,3.8792,309272608.14,548745743.9496
1352,399106.SZ,20150420,2093.706,2131.92,2144.991,2085.752,2136.27,-42.564,-1.9924,370369416.55,627495742.114
1353,399106.SZ,20150417,2136.27,2143.573,2153.151,2126.838,2126.153,10.117,0.4758,334301246.35,588547079.4897
1354,399106.SZ,20150416,2126.153,2076.042,2148.877,2059.129,2101.65,24.503,1.1659,259650094.13,481430400.7875
1355,399106.SZ,20150415,2101.65,2174.491,2174.491,2101.65,2181.887,-80.237,-3.6774,311574168.84,558136511.4244
1356,399106.SZ,20150414,2181.887,2190.23,2204.436,2163.011,2187.733,-5.846,-0.2672,326909093.64,614882766.2696
1357,399106.SZ,20150413,2187.733,2160.003,2192.488,2149.368,2149.112,38.621,1.7971,332808102.32,638813356.3979
1358,399106.SZ,20150410,2149.112,2088.145,2153.007,2077.887,2096.972,52.14,2.4864,295307916.99,565353030.8974
1359,399106.SZ,20150409,2096.972,2111.218,2111.218,2026.131,2109.034,-12.062,-0.5719,346150570.71,648752428.1059
1360,399106.SZ,20150408,2109.034,2132.872,2133.72,2066.196,2124.093,-15.059,-0.709,361429213.53,685766862.7177
1361,399106.SZ,20150407,2124.093,2094.42,2124.093,2094.42,2080.395,43.698,2.1005,344476953.58,639256131.2167
1362,399106.SZ,20150403,2080.395,2035.973,2081.587,2027.614,2043.026,37.369,1.8291,326233579.78,602232987.6836
1363,399106.SZ,20150402,2043.026,2018.499,2043.026,2012.818,2005.666,37.36,1.8627,321767130.06,583083680.9396
1364,399106.SZ,20150401,2005.666,1961.137,2009.146,1961.137,1958.403,47.263,2.4133,287875627.8,517514291.3876
1365,399106.SZ,20150331,1958.403,1957.528,1979.227,1950.517,1948.06,10.343,0.5309,317728594.81,553665735.044
1366,399106.SZ,20150330,1948.06,1939.058,1951.624,1933.378,1935.594,12.466,0.644,298051198.21,507012272.8593
1367,399106.SZ,20150327,1935.594,1911.881,1938.146,1910.636,1914.226,21.368,1.1163,236975839.06,422710424.7063
1368,399106.SZ,20150326,1914.226,1935.402,1948.184,1897.539,1943.688,-29.462,-1.5158,307857598.14,560935296.3519
1369,399106.SZ,20150325,1943.688,1923.691,1955.113,1912.555,1922.847,20.841,1.0839,333240450.71,591658722.5156
1370,399106.SZ,20150324,1922.847,1912.469,1923.923,1856.146,1903.644,19.203,1.0087,390785341.25,661351638.0211
1371,399106.SZ,20150323,1903.644,1864.37,1903.645,1864.37,1852.943,50.701,2.7362,322820798.43,546104798.6829
1372,399106.SZ,20150320,1852.943,1829.242,1853.55,1829.242,1827.858,25.085,1.3724,297874055.1,494727867.5407
1373,399106.SZ,20150319,1827.858,1821.434,1827.858,1808.946,1818.376,9.482,0.5215,311638344.8,475854517.1049
1374,399106.SZ,20150318,1818.376,1783.454,1818.376,1779.142,1781.775,36.601,2.0542,322145855.24,486525165.3651
1375,399106.SZ,20150317,1781.775,1769.824,1785.356,1761.008,1760.19,21.585,1.2263,315381790.75,497461678.2072
1376,399106.SZ,20150316,1760.19,1719.684,1760.193,1719.684,1708.079,52.111,3.0509,254026630.55,418529011.8719
1377,399106.SZ,20150313,1708.079,1688.986,1708.079,1688.73,1684.835,23.244,1.3796,179148224.93,287291979.1385
1378,399106.SZ,20150312,1684.835,1692.283,1694.073,1674.068,1689.154,-4.319,-0.2557,198461273.89,315014930.3968
1379,399106.SZ,20150311,1689.154,1692.284,1696.574,1684.898,1691.981,-2.827,-0.1671,193400967.6,307062256.2513
1380,399106.SZ,20150310,1691.981,1672.361,1697.506,1671.517,1672.071,19.91,1.1907,195230721.9,312406168.3554
1381,399106.SZ,20150309,1672.071,1643.165,1672.071,1634.571,1651.771,20.3,1.229,184948411.65,286243380.8151
1382,399106.SZ,20150306,1651.771,1679.939,1682.723,1650.701,1677.766,-25.995,-1.5494,202058642.37,314927522.6223
1383,399106.SZ,20150305,1677.766,1673.932,1677.893,1663.288,1673.244,4.522,0.2703,224195903.93,355832905.1528
1384,399106.SZ,20150304,1673.244,1645.475,1673.244,1645.475,1644.994,28.25,1.7173,218303073.18,336147575.6485
1385,399106.SZ,20150303,1644.994,1657.838,1668.547,1644.351,1663.651,-18.657,-1.1214,253464630.95,392286989.9499
1386,399106.SZ,20150302,1663.651,1640.89,1663.651,1637.15,1630.051,33.6,2.0613,241960804.13,373783622.3796
1387,399106.SZ,20150227,1630.051,1614.143,1630.675,1612.625,1614.71,15.341,0.9501,182015566.44,277325326.5545
1388,399106.SZ,20150226,1614.71,1597.242,1614.731,1596.479,1598.304,16.406,1.0265,165245772.54,252743636.8794
1389,399106.SZ,20150225,1598.304,1615.467,1615.467,1593.971,1610.727,-12.423,-0.7713,152713036.49,244143549.0137
1390,399106.SZ,20150217,1610.727,1606.808,1612.519,1600.958,1600.046,10.681,0.6675,149360506.29,240672356.178
1391,399106.SZ,20150216,1600.046,1574.083,1600.047,1574.083,1569.561,30.485,1.9423,166436043.26,266324970.2086
1392,399106.SZ,20150213,1569.561,1551.909,1575.371,1551.909,1544.804,24.757,1.6026,166967815.73,260041109.4515
1393,399106.SZ,20150212,1544.804,1534.51,1546.444,1534.229,1533.322,11.482,0.7488,133836200.56,201616413.4375
1394,399106.SZ,20150211,1533.322,1515.171,1534.7,1515.171,1512.49,20.832,1.3773,128216716.61,193548006.0897
1395,399106.SZ,20150210,1512.49,1488.634,1512.491,1488.228,1489.393,23.097,1.5508,108338195.6,166381542.8303
1396,399106.SZ,20150209,1489.393,1491.919,1500.867,1485.95,1495.262,-5.869,-0.3925,120543174.44,185381310.2468
1397,399106.SZ,20150206,1495.262,1522.812,1526.04,1489.368,1526.113,-30.851,-2.0215,150814387.41,224832361.7502
1398,399106.SZ,20150205,1526.113,1544.195,1551.592,1526.113,1529.04,-2.927,-0.1914,176346160.12,271111427.7847
1399,399106.SZ,20150204,1529.04,1536.65,1543.584,1528.188,1533.217,-4.177,-0.2724,156536477.36,232840266.9572
1400,399106.SZ,20150203,1533.217,1509.754,1533.833,1509.754,1502.891,30.326,2.0178,146276254.86,222717460.5218
1401,399106.SZ,20150202,1502.891,1494.598,1514.496,1489.286,1512.388,-9.497,-0.6279,133739037.03,189545587.514
1402,399106.SZ,20150130,1512.388,1531.454,1537.976,1512.388,1529.383,-16.995,-1.1112,155497385.25,213573542.8501
1403,399106.SZ,20150129,1529.383,1526.154,1536.282,1520.537,1538.856,-9.473,-0.6156,157201233.26,219873410.5608
1404,399106.SZ,20150128,1538.856,1545.138,1554.355,1534.94,1549.931,-11.075,-0.7145,168074641.66,252275991.6515
1405,399106.SZ,20150127,1549.931,1548.347,1554.618,1527.087,1548.016,1.915,0.1237,204002043.41,294791382.8757
1406,399106.SZ,20150126,1548.016,1520.016,1548.753,1519.055,1514.297,33.719,2.2267,182670707.7,270396477.8923
1407,399106.SZ,20150123,1514.297,1532.416,1533.69,1508.879,1530.275,-15.978,-1.0441,184716575.34,275935239.5307
1408,399106.SZ,20150122,1530.275,1512.503,1530.615,1511.153,1512.292,17.983,1.1891,192754273.17,288366348.025
1409,399106.SZ,20150121,1512.292,1483.114,1512.68,1482.185,1476.841,35.451,2.4005,211736675.86,317667679.4925
1410,399106.SZ,20150120,1476.841,1432.066,1476.841,1432.066,1428.37,48.471,3.3934,180890060.83,275911294.3606
1411,399106.SZ,20150119,1428.37,1436.699,1474.725,1411.918,1478.467,-50.097,-3.3884,195380051.61,276241094.2795
1412,399106.SZ,20150116,1478.467,1460.41,1479.752,1460.41,1459.692,18.775,1.2862,147255651.86,219919725.2353
1413,399106.SZ,20150115,1459.692,1445.23,1459.692,1445.148,1445.858,13.834,0.9568,125831591.86,186404371.7974
1414,399106.SZ,20150114,1445.858,1453.62,1456.612,1438.927,1452.366,-6.508,-0.4481,121866764.95,179997367.1727
1415,399106.SZ,20150113,1452.366,1431.476,1454.259,1431.12,1432.56,19.806,1.3826,124074775.2,186315169.3595
1416,399106.SZ,20150112,1432.56,1436.635,1441.665,1422.192,1442.837,-10.277,-0.7123,139674749.19,191166077.1748
1417,399106.SZ,20150109,1442.837,1446.887,1467.911,1442.819,1451.145,-8.308,-0.5725,161630131.63,225837415.3489
1418,399106.SZ,20150108,1451.145,1456.334,1463.464,1442.66,1457.447,-6.302,-0.4324,164446779.26,222247514.7597
1419,399106.SZ,20150107,1457.447,1458.264,1462.41,1446.97,1461.316,-3.869,-0.2648,168363335.79,228882567.5519
1420,399106.SZ,20150106,1461.316,1429.099,1463.036,1422.437,1436.864,24.452,1.7018,211610179.91,287572187.3732
1421,399106.SZ,20150105,1436.864,1419.435,1440.574,1408.985,1415.191,21.673,1.5315,218356371.17,277925377.4334
1422,399106.SZ,20141231,1415.191,1397.697,1415.191,1393.185,1398.567,16.624,1.1886,159177993.91,208090533.9756
1423,399106.SZ,20141230,1398.567,1415.873,1418.194,1394.848,1418.489,-19.922,-1.4045,165694591.49,218360440.2491
1424,399106.SZ,20141229,1418.489,1442.056,1442.056,1409.984,1439.477,-20.988,-1.458,201874878.8,261652367.4981
1425,399106.SZ,20141226,1439.477,1425.122,1439.477,1423.02,1424.618,14.859,1.043,172211278.76,221152238.2326
1426,399106.SZ,20141225,1424.618,1408.422,1424.618,1406.483,1404.4,20.218,1.4396,148765843.44,188684914.6523
1427,399106.SZ,20141224,1404.4,1397.855,1405.035,1390.732,1392.619,11.781,0.846,153939596.11,191800646.7035
1428,399106.SZ,20141223,1392.619,1404.06,1420.645,1391.095,1412.301,-19.682,-1.3936,167942724.97,206159871.4177
1429,399106.SZ,20141222,1412.301,1460.534,1460.534,1405.692,1465.588,-53.287,-3.6359,243468178.25,293113801.6899
1430,399106.SZ,20141219,1465.588,1480.969,1480.969,1441.69,1484.259,-18.671,-1.2579,212010611.13,269701227.2384
1431,399106.SZ,20141218,1484.259,1488.931,1497.037,1483.721,1492.941,-8.682,-0.5815,182287145.32,254366253.1737
1432,399106.SZ,20141217,1492.941,1502.139,1502.139,1474.969,1503.584,-10.643,-0.7078,228903587.07,309646608.5007
1433,399106.SZ,20141216,1503.584,1501.004,1504.48,1489.86,1500.564,3.02,0.2013,213597665.99,283998639.9489
1434,399106.SZ,20141215,1500.564,1477.916,1502.033,1473.874,1479.82,20.744,1.4018,210900936.4,285020526.0868
1435,399106.SZ,20141212,1479.82,1466.683,1481.306,1465.019,1465.587,14.233,0.9711,203654486.24,262903440.0586
1436,399106.SZ,20141211,1465.587,1448.018,1470.005,1442.872,1452.528,13.059,0.8991,236360778.96,296280603.6625
1437,399106.SZ,20141210,1452.528,1401.018,1452.774,1394.735,1403.389,49.139,3.5015,230777165.16,304610904.4248
1438,399106.SZ,20141209,1403.389,1459.777,1474.567,1400.999,1466.649,-63.26,-4.3132,345795908.63,450533481.5691
1439,399106.SZ,20141208,1466.649,1447.514,1472.707,1434.02,1454.634,12.015,0.826,273927101.57,367328232.6105
1440,399106.SZ,20141205,1454.634,1486.817,1486.844,1416.872,1481.964,-27.33,-1.8442,313024454.84,411346383.467
1441,399106.SZ,20141204,1481.964,1454.873,1482.155,1454.665,1452.923,29.041,1.9988,273711402.16,359996832.9972
1442,399106.SZ,20141203,1452.923,1436.322,1452.955,1428.58,1433.496,19.427,1.3552,288938608.67,367899674.3026
1443,399106.SZ,20141202,1433.496,1410.265,1435.29,1408.759,1412.562,20.934,1.482,204649707.88,265813146.3921
1444,399106.SZ,20141201,1412.562,1420.796,1420.796,1404.435,1420.319,-7.757,-0.5461,224163187.59,279043730.8753
1445,399106.SZ,20141128,1420.319,1415.52,1420.321,1404.445,1416.177,4.142,0.2925,237889029.61,298268883.1857
1446,399106.SZ,20141127,1416.177,1409.668,1416.177,1403.578,1405.655,10.522,0.7485,215359011.1,270617030.46
1447,399106.SZ,20141126,1405.655,1399.39,1407.012,1394.753,1397.41,8.245,0.59,196322600.79,249831942.7309
1448,399106.SZ,20141125,1397.41,1378.941,1397.41,1377.657,1377.791,19.619,1.4239,190573721.11,242062563.4276
1449,399106.SZ,20141124,1377.791,1373.27,1382.047,1367.644,1359.827,17.964,1.3211,203876218.58,244679856.9949
1450,399106.SZ,20141121,1359.827,1344.893,1359.827,1344.893,1344.57,15.257,1.1347,132594002.13,167803739.7943
1451,399106.SZ,20141120,1344.57,1343.44,1346.632,1340.031,1347.359,-2.789,-0.207,109492290.74,140840245.6406
1452,399106.SZ,20141119,1347.359,1337.926,1351.19,1337.924,1338.091,9.268,0.6926,120855715.16,155539584.3085
1453,399106.SZ,20141118,1338.091,1334.588,1340.173,1332.3,1335.73,2.361,0.1768,114787642.59,140356269.146
1454,399106.SZ,20141117,1335.73,1324.297,1341.916,1318.068,1322.62,13.11,0.9912,124168883.92,150836572.9489
1455,399106.SZ,20141114,1322.62,1321.034,1324.549,1314.045,1325.782,-3.162,-0.2385,123815098.14,147219629.4552
1456,399106.SZ,20141113,1325.782,1344.34,1344.34,1318.537,1345.412,-19.63,-1.459,160941017.18,193250853.5845
1457,399106.SZ,20141112,1345.412,1321.858,1345.412,1319.699,1325.731,19.681,1.4845,129080433.29,159346767.9424
1458,399106.SZ,20141111,1325.731,1367.508,1368.098,1315.257,1365.639,-39.908,-2.9223,205237277.59,243471118.2701
1459,399106.SZ,20141110,1365.639,1357.168,1365.639,1352.301,1354.358,11.281,0.8329,158531885.34,190538325.1856
1460,399106.SZ,20141107,1354.358,1366.121,1372.995,1348.674,1364.534,-10.176,-0.7457,179328399.99,222516769.452
1461,399106.SZ,20141106,1364.534,1352.878,1364.553,1347.364,1353.119,11.415,0.8436,144818161.12,175362346.9387
1462,399106.SZ,20141105,1353.119,1353.603,1357.024,1346.351,1353.814,-0.695,-0.0513,159290100.59,178159312.325
1463,399106.SZ,20141104,1353.814,1361.359,1362.824,1349.02,1361.379,-7.565,-0.5557,173491080.26,199311467.2243
1464,399106.SZ,20141103,1361.379,1352.082,1361.41,1351.441,1350.498,10.881,0.8057,173760110.7,195235250.3236
1465,399106.SZ,20141031,1350.498,1350.984,1355.665,1338.787,1349.573,0.925,0.0685,175178806.69,203380979.2348
1466,399106.SZ,20141030,1349.573,1350.087,1356.133,1344.429,1349.975,-0.402,-0.0298,174056448.63,206557925.8028
1467,399106.SZ,20141029,1349.975,1336.947,1352.844,1334.468,1333.526,16.449,1.2335,188403507.53,226696102.3616
1468,399106.SZ,20141028,1333.526,1304.988,1333.526,1304.988,1302.392,31.134,2.3905,139378381.62,171281369.6786
1469,399106.SZ,20141027,1302.392,1292.306,1302.392,1284.881,1296.643,5.749,0.4434,101785974.22,125463716.279
1470,399106.SZ,20141024,1296.643,1296.527,1304.774,1292.454,1296.053,0.59,0.0455,99722301.94,121264631.6778
1471,399106.SZ,20141023,1296.053,1312.714,1317.109,1290.784,1316.027,-19.974,-1.5178,133249926.36,152344493.2225
1472,399106.SZ,20141022,1316.027,1330.491,1335.719,1315.475,1330.766,-14.739,-1.1076,122521869.84,151097401.2654
1473,399106.SZ,20141021,1330.766,1340.766,1344.817,1329.406,1340.978,-10.212,-0.7615,132644127.08,160850927.5506
1474,399106.SZ,20141020,1340.978,1325.838,1340.978,1325.249,1323.521,17.457,1.319,129324404.03,159895224.8191
1475,399106.SZ,20141017,1323.521,1330.593,1336.508,1299.829,1332.897,-9.376,-0.7034,169446196.89,198071605.6858
1476,399106.SZ,20141016,1332.897,1344.439,1356.213,1332.897,1351.125,-18.228,-1.3491,175054366.08,207706185.0076
1477,399106.SZ,20141015,1351.125,1344.706,1351.125,1333.304,1345.642,5.483,0.4075,166565693.29,193168894.4225
1478,399106.SZ,20141014,1345.642,1347.481,1357.848,1338.41,1349.467,-3.825,-0.2834,172805427.01,198282438.7799
1479,399106.SZ,20141013,1349.467,1345.824,1349.467,1330.18,1350.599,-1.132,-0.0838,175778236.66,202440713.4779
1480,399106.SZ,20141010,1350.599,1351.642,1357.386,1343.006,1355.706,-5.107,-0.3767,196135041.74,224722641.2589
1481,399106.SZ,20141009,1355.706,1353.944,1357.859,1338.197,1351.824,3.882,0.2872,204877479.07,246571146.4375
1482,399106.SZ,20141008,1351.824,1338.075,1351.824,1331.265,1333.503,18.321,1.3739,166247082.96,207104199.9623
1483,399106.SZ,20140930,1333.503,1327.396,1334.494,1325.048,1324.942,8.561,0.6461,149565480.64,180873200.5242
1484,399106.SZ,20140929,1324.942,1316.265,1325.234,1316.263,1312.603,12.339,0.94,164990775.49,200319174.9962
1485,399106.SZ,20140926,1312.603,1307.01,1312.994,1302.862,1309.044,3.559,0.2719,148906041.52,174101390.9155
1486,399106.SZ,20140925,1309.044,1313.246,1321.196,1305.285,1309.141,-0.097,-0.0074,182223352.67,215777662.3236
1487,399106.SZ,20140924,1309.141,1289.703,1309.141,1286.91,1291.418,17.723,1.3724,172218599.67,199238317.5959
1488,399106.SZ,20140923,1291.418,1275.442,1291.418,1275.442,1275.519,15.899,1.2465,136735453.31,161970174.948
1489,399106.SZ,20140922,1275.519,1289.802,1289.802,1272.501,1291.228,-15.709,-1.2166,146482708.59,169424174.0423
1490,399106.SZ,20140919,1291.228,1280.242,1292.019,1277.83,1279.427,11.801,0.9224,137593282.17,159096845.4069
1491,399106.SZ,20140918,1279.427,1269.514,1279.427,1266.287,1271.337,8.09,0.6363,147021779.42,156743184.2
1492,399106.SZ,20140917,1271.337,1264.154,1271.337,1252.112,1263.041,8.296,0.6568,162448359.74,176698866.0311
1493,399106.SZ,20140916,1263.041,1305.439,1306.161,1262.801,1304.201,-41.16,-3.156,235875062.88,257379809.3351
1494,399106.SZ,20140915,1304.201,1294.655,1305.079,1290.956,1294.789,9.412,0.7269,186382525.91,219483396.2813
1495,399106.SZ,20140912,1294.789,1282.185,1294.789,1279.001,1283.027,11.762,0.9167,160469776.94,184589166.3543
1496,399106.SZ,20140911,1283.027,1285.45,1299.974,1275.926,1285.181,-2.154,-0.1676,197852526.81,234172365.0663
1497,399106.SZ,20140910,1285.181,1276.148,1286.27,1270.098,1279.516,5.665,0.4427,169949073.86,196591743.5078
1498,399106.SZ,20140909,1279.516,1275.122,1279.524,1266.084,1273.681,5.835,0.4581,170562910.66,197222239.4493
1499,399106.SZ,20140905,1273.681,1270.741,1273.715,1263.647,1268.561,5.12,0.4036,175447317.32,204840431.8817
1500,399106.SZ,20140904,1268.561,1259.871,1268.561,1256.16,1258.743,9.818,0.78,176282291.32,212869016.9616
1501,399106.SZ,20140903,1258.743,1251.494,1260.358,1249.357,1249.061,9.682,0.7751,175733043.29,210919400.413
1502,399106.SZ,20140902,1249.061,1235.6,1249.061,1234.52,1232.56,16.501,1.3388,158896871.39,191994067.0813
1503,399106.SZ,20140901,1232.56,1213.591,1232.564,1213.591,1212.256,20.304,1.6749,117718753.77,142316279.0631
1504,399106.SZ,20140829,1212.256,1198.377,1212.256,1197.556,1198.708,13.548,1.1302,91220103.77,107569182.249
1505,399106.SZ,20140828,1198.708,1209.325,1211.792,1195.631,1209.204,-10.496,-0.868,112169042.01,127475950.436
1506,399106.SZ,20140827,1209.204,1202.001,1211.992,1202.001,1202.464,6.74,0.5605,110774340.73,128411099.9094
1507,399106.SZ,20140826,1202.464,1220.688,1223.62,1198.162,1223.067,-20.603,-1.6845,140140309.18,160445341.6467
1508,399106.SZ,20140825,1223.067,1233.249,1233.249,1219.803,1232.504,-9.437,-0.7657,137693867.05,163448252.9239
1509,399106.SZ,20140822,1232.504,1223.499,1233.939,1222.431,1223.827,8.677,0.709,142616013.67,170428593.3762
1510,399106.SZ,20140821,1223.827,1222.908,1223.827,1208.943,1222.116,1.711,0.14,151235217.75,171272196.8558
1511,399106.SZ,20140820,1222.116,1222.926,1228.202,1218.652,1223.087,-0.971,-0.0794,160510826.82,178818674.6029
1512,399106.SZ,20140819,1223.087,1221.513,1225.456,1214.344,1218.731,4.356,0.3574,178273170.95,201472095.2279
1513,399106.SZ,20140818,1218.731,1204.102,1218.745,1204.102,1201.175,17.556,1.4616,162024330.69,180149513.5772
1514,399106.SZ,20140815,1201.175,1188.275,1202.226,1186.763,1187.953,13.222,1.113,142844811.85,155100124.2588
1515,399106.SZ,20140814,1187.953,1193.773,1200.738,1187.237,1194.811,-6.858,-0.574,149416306.78,162556715.7709
1516,399106.SZ,20140813,1194.811,1194.786,1198.103,1181.245,1194.943,-0.132,-0.011,148232856.72,162789932.3328
1517,399106.SZ,20140812,1194.943,1191.441,1194.943,1188.584,1191.358,3.585,0.3009,137554707.77,155680176.5552
1518,399106.SZ,20140811,1191.358,1176.28,1191.358,1176.28,1174.41,16.948,1.4431,132970678.74,149161446.5335
1519,399106.SZ,20140808,1174.41,1167.759,1176.745,1167.52,1166.496,7.914,0.6784,118578872.4,129892708.0517
1520,399106.SZ,20140807,1166.496,1177.351,1183.088,1166.185,1177.332,-10.836,-0.9204,144047666.83,149775500.3855
1521,399106.SZ,20140806,1177.332,1169.452,1179.29,1164.732,1172.762,4.57,0.3897,147601789.2,151536204.5283
1522,399106.SZ,20140805,1172.762,1165.141,1172.762,1158.762,1164.322,8.44,0.7249,146172738.76,156799882.9155
1523,399106.SZ,20140804,1164.322,1149.624,1164.322,1149.438,1148.29,16.032,1.3962,131422280.38,138345298.4945
1524,399106.SZ,20140801,1148.29,1156.434,1164.249,1146.754,1160.013,-11.723,-1.0106,154312154.24,160957707.9556
1525,399106.SZ,20140731,1160.013,1150.123,1160.016,1148.072,1150.561,9.452,0.8215,133467983.47,142407634.8657
1526,399106.SZ,20140730,1150.561,1144.826,1151.822,1142.915,1145.738,4.823,0.421,142446090.05,152502628.7081
1527,399106.SZ,20140729,1145.738,1135.137,1149.194,1132.944,1133.833,11.905,1.05,150267035.75,157227797.9242
1528,399106.SZ,20140728,1133.833,1115.12,1134.28,1115.12,1111.524,22.309,2.0071,151160675.45,149692951.2215
1529,399106.SZ,20140725,1111.524,1101.594,1111.535,1100.956,1101.092,10.432,0.9474,108237596.48,106480530.2668
1530,399106.SZ,20140724,1101.092,1101.829,1106.792,1089.889,1102.731,-1.639,-0.1486,125181881.16,126498218.1456
1531,399106.SZ,20140723,1102.731,1114.461,1116.16,1098.553,1114.757,-12.026,-1.0788,113741903.8,119695938.9579
1532,399106.SZ,20140722,1114.757,1098.743,1114.775,1098.498,1100.085,14.672,1.3337,103512990.23,110547862.0082
1533,399106.SZ,20140721,1100.085,1100.878,1103.05,1095.031,1101.255,-1.17,-0.1062,85968757.0,94177207.3392
1534,399106.SZ,20140718,1101.255,1095.726,1107.287,1094.482,1099.053,2.202,0.2004,89766142.66,95046247.7268
1535,399106.SZ,20140717,1099.053,1103.678,1104.183,1092.389,1105.224,-6.171,-0.5583,91261626.6,97197947.4856
1536,399106.SZ,20140716,1105.224,1115.397,1118.45,1101.361,1116.754,-11.53,-1.0325,114622602.14,123682608.9918
1537,399106.SZ,20140715,1116.754,1120.26,1120.975,1110.095,1121.045,-4.291,-0.3828,131501842.25,144806640.9587
1538,399106.SZ,20140714,1121.045,1108.731,1121.058,1106.351,1107.815,13.23,1.1942,119370758.49,136851115.2965
1539,399106.SZ,20140711,1107.815,1100.602,1110.906,1099.889,1100.863,6.952,0.6315,107210098.34,119979956.2617
1540,399106.SZ,20140710,1100.863,1102.025,1107.474,1099.361,1102.427,-1.564,-0.1419,103971350.63,120662622.2823
1541,399106.SZ,20140709,1102.427,1119.119,1121.979,1102.409,1120.376,-17.949,-1.6021,124350876.08,147327861.5487
1542,399106.SZ,20140708,1120.376,1110.906,1120.376,1103.13,1111.825,8.551,0.7691,108438055.01,127076777.1556
1543,399106.SZ,20140707,1111.825,1113.841,1116.709,1106.631,1113.551,-1.726,-0.155,104898607.53,121341802.4773
1544,399106.SZ,20140704,1113.551,1114.699,1116.058,1110.709,1113.909,-0.358,-0.0321,113193342.46,128566685.8784
1545,399106.SZ,20140703,1113.909,1106.78,1116.782,1103.833,1106.938,6.971,0.6298,126292354.76,138664267.6147
1546,399106.SZ,20140702,1106.938,1102.004,1106.938,1095.823,1101.723,5.215,0.4733,114336678.69,130097479.9927
1547,399106.SZ,20140701,1101.723,1097.803,1101.723,1094.639,1096.784,4.939,0.4503,109959187.74,125158883.7533
1548,399106.SZ,20140630,1096.784,1087.697,1096.784,1085.543,1086.976,9.808,0.9023,109710296.83,123125335.535
1549,399106.SZ,20140627,1086.976,1080.565,1091.677,1078.344,1080.332,6.644,0.615,106766866.14,119480421.2778
1550,399106.SZ,20140626,1080.332,1064.461,1081.314,1064.461,1064.234,16.098,1.5126,92217019.32,109588987.1596
1551,399106.SZ,20140625,1064.234,1067.691,1067.691,1059.291,1068.501,-4.267,-0.3993,72400867.77,84267886.4637
1552,399106.SZ,20140624,1068.501,1061.398,1068.501,1061.228,1061.259,7.242,0.6824,75769893.83,87419370.4003
1553,399106.SZ,20140623,1061.259,1052.026,1064.408,1052.026,1050.114,11.145,1.0613,72862189.08,84971790.5568
1554,399106.SZ,20140620,1050.114,1039.869,1050.37,1038.641,1040.421,9.693,0.9316,66935484.61,71794465.6527
1555,399106.SZ,20140619,1040.421,1067.891,1070.209,1034.773,1068.721,-28.3,-2.648,91007930.72,99490829.5289
1556,399106.SZ,20140618,1068.721,1075.858,1077.315,1068.259,1075.805,-7.084,-0.6585,86884741.64,96521125.9415
1557,399106.SZ,20140617,1075.805,1085.295,1085.295,1075.406,1086.534,-10.729,-0.9875,89698063.89,105372374.6268
1558,399106.SZ,20140616,1086.534,1080.224,1087.366,1080.224,1079.361,7.173,0.6646,94370122.38,114351114.1452
1559,399106.SZ,20140613,1079.361,1065.33,1080.392,1064.889,1066.556,12.805,1.2006,93244940.5,110855927.436
1560,399106.SZ,20140612,1066.556,1066.762,1070.206,1063.114,1068.927,-2.371,-0.2218,80325248.65,94733448.1594
1561,399106.SZ,20140611,1068.927,1062.293,1069.722,1060.92,1063.884,5.043,0.474,79827607.72,96990422.6724
1562,399106.SZ,20140610,1063.884,1049.868,1063.885,1046.039,1049.307,14.577,1.3892,75936896.42,92402450.3156
1563,399106.SZ,20140609,1049.307,1053.599,1058.706,1048.778,1055.559,-6.252,-0.5923,66452227.83,78136201.4758
1564,399106.SZ,20140606,1055.559,1058.654,1060.808,1049.885,1058.299,-2.74,-0.2589,71814723.72,86017749.8152
1565,399106.SZ,20140605,1058.299,1043.243,1058.299,1042.33,1044.429,13.87,1.328,68165579.23,81759540.1128
1566,399106.SZ,20140604,1044.429,1051.648,1051.648,1035.942,1052.884,-8.455,-0.803,68408488.21,78925419.1704
1567,399106.SZ,20140603,1052.884,1054.184,1059.159,1052.742,1053.751,-0.867,-0.0823,68510996.59,79922759.1097
1568,399106.SZ,20140530,1053.751,1050.176,1057.008,1044.166,1050.578,3.173,0.302,73734292.54,86212155.1525
1569,399106.SZ,20140529,1050.578,1063.519,1065.793,1050.503,1063.221,-12.643,-1.1891,82323193.34,99012177.6501
1570,399106.SZ,20140528,1063.221,1048.697,1063.319,1047.341,1048.81,14.411,1.374,85252960.99,100667868.7333
1571,399106.SZ,20140527,1048.81,1052.024,1054.172,1047.321,1052.795,-3.985,-0.3785,67742582.87,81728537.7965
1572,399106.SZ,20140526,1052.795,1044.564,1052.795,1044.564,1040.46,12.335,1.1855,73944814.93,92790268.5481
1573,399106.SZ,20140523,1040.46,1028.262,1040.46,1026.474,1028.684,11.776,1.1448,63942010.52,74996390.0005
1574,399106.SZ,20140522,1028.684,1028.503,1040.517,1028.354,1028.0,0.684,0.0665,71653844.3,81570472.7504
1575,399106.SZ,20140521,1028.0,1015.841,1028.0,1008.464,1018.502,9.498,0.9325,55766935.47,63100422.354
1576,399106.SZ,20140520,1018.502,1019.006,1028.184,1015.852,1014.188,4.314,0.4254,57575052.58,68214554.7674
